Column1,Column2,Column3,Column4,Column5,Column6
nm0713557,RayVeness,1972,\N,"actress,miscellaneous,archive_footage","tt1480911,tt1573800,tt7466638,tt0246319"
nm0713623,Alan Razeghi,1972,\N,actor,tt0223143
nm0713652,Svetlana-Ceca Raznatovic,1973,\N,"actress,soundtrack,archive_footage","tt7810408,tt1900908,tt0309705,tt7163824"
nm0713668,Vesco Razpopov,1973,2024,"producer,sound_department,actor","tt0117110,tt0117802,tt3685536,tt0282718"
nm0713813,Cindy Read,1974,\N,actress,"tt0499405,tt0237680,tt12439936,tt0914860"
nm0713866,Nicolas Read,1974,\N,actor,"tt0086190,tt0058796,tt0103003,tt0190106"
nm0714147,Elizabeth Reaser,1975,\N,"actress,archive_footage","tt1099212,tt0356680,tt4361050,tt1625346"
nm0714229,Cécile Rebboah,1975,\N,actress,"tt10408242,tt2261749,tt0174376,tt3178536"
nm0714253,Johannes Rebel,1971,\N,actor,tt0125808
nm0714261,Juan Pablo Rebella,1974,2006,"writer,director,music_department","tt0280381,tt0331370,tt4324814,tt2379653"
nm0714417,Victoria Recaño,1975,\N,"actress,producer,writer","tt0247082,tt1235099,tt0069658,tt7942774"
nm0714535,Nano Recondo,1972,\N,"actor,editor,editorial_department","tt31039557,tt1861420,tt1590833,tt1523345"
nm0714598,Kevyn B. Carter,1972,\N,actor,tt0120412
nm0714619,Gerd Reda,1972,\N,"camera_department,writer,director","tt2555896,tt0173171,tt2056690,tt0355473"
nm0714666,Jay Redd,1972,\N,"visual_effects,assistant_director,miscellaneous","tt7772588,tt1409024,tt0118884,tt2567026"
nm0714921,Tjitske Reidinga,1972,\N,"actress,costume_department,writer","tt0477217,tt1700423,tt2635730,tt2256677"
nm0715037,Marc Redmeijer,1971,\N,"cinematographer,camera_department","tt0205738,tt4960576,tt0495167,tt0255772"
nm0715059,James Redmond,1971,\N,"actor,writer","tt0096555,tt0354318,tt0485556,tt2083394"
nm0715076,Markus Redmond,1971,\N,"actor,writer,director","tt7400360,tt0137523,tt0112086,tt8545450"
nm0715104,Yekaterina Rednikova,1973,\N,"actress,producer","tt0124207,tt2093100,tt0275214,tt0426911"
nm0715140,Mário Redondo,1971,\N,actor,"tt1538449,tt0114452,tt0120626,tt0116689"
nm0715245,Dylan Reece,1972,\N,"actor,archive_footage","tt0478469,tt0848604,tt5198740,tt1205057"
nm0715269,Marnie Reece-Wilmore,1974,\N,actress,"tt0238546,tt0287253,tt0108709,tt0219457"
nm0715345,Candus Reed,1972,\N,camera_department,tt0110740
nm0715532,Kristi Reed,1971,\N,"miscellaneous,casting_director,writer","tt3718778,tt8146754,tt10482560,tt11165358"
nm0715584,Megan Reed,1973,\N,"actress,archive_footage","tt0307369,tt0171329,tt0171807,tt0197705"
nm0715591,Michael Ray Reed,1974,\N,"actor,miscellaneous,producer","tt0796366,tt0478972,tt0888521,tt0888062"
nm0715708,Tanoai Reed,1974,\N,"stunts,actor,miscellaneous","tt0327850,tt1596343,tt2820852,tt1905041"
nm0715788,Randal Reeder,1971,\N,"actor,producer,director","tt5463162,tt1520877,tt0387808,tt0481536"
nm0715855,Reema,1971,\N,"actress,director,producer","tt1981660,tt0798787,tt0237475,tt9138070"
nm0716037,Kelly Reese,1973,\N,"editorial_department,editor,director","tt6958022,tt9811118,tt0437745,tt0286716"
nm0716129,Sally Reeve,1971,\N,actress,"tt8594496,tt7016936,tt1229822,tt0810784"
nm0716408,Elizabeth Regen,1975,\N,"actress,director,writer","tt0110413,tt0453453,tt1232822,tt0475997"
nm0716411,Fiona Regan,1972,2014,camera_department,"tt0245844,tt0375154,tt0349683,tt0155425"
nm0716470,Riff Regan,1975,\N,actress,"tt0118276,tt0172636,tt0101199,tt0094540"
nm0716814,Adam Rehmeier,1971,\N,"camera_department,cinematographer,director","tt9058654,tt1522846,tt22004344,tt1661230"
nm0716897,Giovanna Rei,1975,\N,actress,"tt0086779,tt0211172,tt0178132,tt0267863"
nm0717150,Adam Greydon Reid,1973,\N,"actor,writer,director","tt5232792,tt9670666,tt5197820,tt0078714"
nm0717414,Rupert Reid,1975,\N,"actor,director,writer","tt0242653,tt2172843,tt0234215,tt1549572"
nm0717603,Halina Reijn,1975,\N,"actress,writer,producer","tt8386898,tt10795304,tt8110652,tt0985699"
nm0717880,Jason Rein,1975,\N,"miscellaneous,actor","tt0228750,tt0245115,tt0244122,tt0257355"
nm0717888,Sterica Rein,1973,\N,actress,"tt0430097,tt1242314,tt0870201,tt0119071"
nm0718072,Eric Reinhard,1971,\N,"visual_effects,special_effects,miscellaneous","tt1464540,tt0167190,tt0120611,tt1951264"
nm0718175,Diego Reinhold,1973,\N,"actor,writer,soundtrack","tt1324065,tt1587223,tt1570374,tt0811021"
nm0718216,Rob Reinis,1974,\N,"actor,writer,producer","tt0419843,tt1227926,tt0106079,tt0446241"
nm0718254,Juan Pablo Reinoso,1975,\N,"producer,director,writer","tt1555203,tt2381302,tt12324080,tt0296604"
nm0718394,Julian Reischl,1973,\N,"miscellaneous,visual_effects,assistant_director","tt0203632,tt0131561,tt0178820,tt0238494"
nm0718417,D.W. Reiser,1972,\N,"actor,producer","tt0203425,tt2910742,tt3843540,tt0427096"
nm0718442,Katrin Reisinger,1971,\N,actress,"tt9018960,tt0806910,tt0108829,tt0295620"
nm0718683,Tymme Reitz,1971,\N,actor,"tt0139499,tt1928333"
nm0718731,Pavel Rejholec,1971,\N,"sound_department,producer,actor","tt1305837,tt1667354,tt1860359,tt4806220"
nm0719050,Sabina Remundová,1972,\N,"actress,writer,director","tt6807074,tt3450368,tt4757270,tt0289786"
nm0719051,Theodora Remundová,1974,\N,"actress,director,writer","tt0401683,tt0289786,tt0230183,tt0186459"
nm0719317,Caroline Rendahl,1974,\N,actress,"tt0211160,tt0118467,tt4083072,tt12894818"
nm0719393,Marisol Rendón,1975,\N,actress,tt0253881
nm0719396,Pedro Rendón,1974,\N,"actor,director,writer","tt1732631,tt1836475,tt0344744,tt1976753"
nm0719398,Valentina Rendón,1975,\N,"actress,writer,cinematographer","tt1425633,tt2198680,tt1547232,tt1776085"
nm0719449,Melinda Renee,1973,\N,"actress,costume_department,make_up_department","tt0373283,tt0196223,tt0304478,tt0215679"
nm0719491,Danielle Renfrew Behrens,1973,\N,"producer,director,miscellaneous","tt7184124,tt0473308,tt5859238,tt5990474"
nm0719547,Gunter Reniers,1974,\N,actor,"tt0149546,tt0296453,tt0149476,tt0307776"
nm0719637,Jeremy Renner,1971,\N,"actor,producer,sound_department","tt0887912,tt0840361,tt5362988,tt0848228"
nm0719656,Torsten Rennert,1972,\N,actor,"tt0157235,tt0892183,tt0256643"
nm0719885,Joe Renton,1973,2019,actor,"tt0249462,tt0108967,tt1693592,tt0086665"
nm0719959,Dan Renzi,1974,\N,"actor,archive_footage","tt0417252,tt0176095,tt0103520,tt0834930"
nm0719993,Jacynthe René,1973,\N,"actress,producer","tt0180052,tt0120832,tt0433902,tt10179334"
nm0720068,Martin Repka,1975,\N,"production_manager,miscellaneous,director","tt0207082,tt3086442,tt1113739,tt0282857"
nm0720082,Liisa Repo-Martell,1971,\N,"actress,writer,editor","tt0805564,tt0116209,tt0800095,tt0105695"
nm0720118,Mike Reppert,1974,\N,camera_department,"tt0805570,tt0181838,tt0309578,tt0203940"
nm0720136,Kelly Requa,1975,\N,"director,actor,writer","tt0294579,tt0279498"
nm0720241,Kathrin Resetarits,1973,\N,"actress,writer,miscellaneous","tt0115072,tt0233754,tt0387898,tt1149362"
nm0720252,Himesh Reshammiya,1973,\N,"music_artist,composer,music_department","tt1729637,tt2372222,tt3595298,tt0374271"
nm0720354,Jay Reso,1973,\N,"actor,producer,stunts","tt0465602,tt1519931,tt0227972,tt1929560"
nm0720575,Francesca Rettondini,1971,\N,"actress,producer,executive","tt0288477,tt14586728,tt3054206,tt0116649"
nm0720671,Thekla Reuten,1975,\N,"actress,producer,archive_footage","tt0780536,tt2873282,tt1440728,tt19837660"
nm0720698,Stephanie Reuter,1972,\N,actress,"tt0265344,tt1038011,tt0221728,tt0284895"
nm0720922,Marc Revivo,1971,2014,actor,"tt0109707,tt0135362,tt0127643,tt0108730"
nm0721154,Renata Rey,1974,\N,"actress,archive_footage","tt0974616,tt0877665,tt0296905,tt0272604"
nm0721205,Ernie Reyes Jr.,1972,\N,"actor,producer,director","tt0103060,tt0327850,tt0089893,tt0367882"
nm0721319,Jorge Reyes,1971,\N,"actor,producer","tt2856378,tt3376556,tt2845452,tt31440643"
nm0721345,Lourdes Reyes,1972,\N,actress,"tt3241658,tt2224448,tt0414766,tt5625508"
nm0721417,Sandra Reyes,1975,\N,actress,"tt0283770,tt0240288,tt3190448,tt29549403"
nm0721460,Tine Reymer,1974,\N,actress,"tt0926762,tt2569488,tt0242024,tt0139606"
nm0721488,Claudio Reyna,1973,\N,"actor,archive_footage","tt23271056,tt5598224,tt0135733,tt6414180"
nm0721500,Pedro Reyna,1971,\N,actor,tt0458190
nm0721538,Yelda Reynaud,1972,\N,"actress,director,writer","tt0180320,tt0421625,tt0384708,tt5145440"
nm0721885,Nicola Reynolds,1974,\N,"actress,casting_director","tt0188674,tt2317225,tt0417332,tt0368259"
nm0722208,Manon Rheaume,1972,\N,producer,"tt5189720,tt0249784,tt0874137,tt0083441"
nm0722457,Joanna Rhodes,1971,\N,"miscellaneous,archive_footage","tt0315622,tt0176095,tt0103520,tt0179846"
nm0722629,Matthew Rhys,1974,\N,"actor,producer,director","tt3224458,tt2149175,tt6294822,tt2503944"
nm0722667,Tamer Riad,1971,2022,actor,"tt0163037,tt0211423"
nm0722676,Monica Rial,1975,\N,"actress,writer,sound_department","tt4644488,tt7961060,tt7945066,tt5626028"
nm0722769,Toni Ribas,1975,\N,"actor,director,camera_department","tt1759721,tt2069718,tt21347050,tt7351828"
nm0722807,Alfonso Ribeiro,1971,2002,"actor,archive_footage","tt0298255,tt0367491,tt0285872,tt0368301"
nm0722893,Luka Ribeiro,1971,\N,actor,"tt2027178,tt8040300,tt1233507,tt0115466"
nm0722902,Maria Ribeiro,1975,\N,"actress,director,writer","tt0861739,tt1555149,tt5631456,tt2445698"
nm0722925,Renata Hydalgo,1974,\N,producer,"tt0118366,tt0315699"
nm0723131,Gastón Ricaud,1973,\N,actor,"tt0497674,tt0227880,tt0327333,tt1324065"
nm0723339,Alex Rice,1972,\N,actress,"tt1324999,tt1325004,tt1673434,tt0351519"
nm0723366,Brian Rice,1974,\N,\N,\N
nm0723485,Kevin Rice,1974,2017,actor,"tt0240890,tt0361127,tt3746040"
nm0723570,Tom Rice,1973,\N,"producer,script_department,director","tt1727388,tt1980929,tt2349144,tt3714720"
nm0723690,Michael Lopez,1974,\N,"producer,director,actor","tt0402347,tt10229118,tt20447240,tt19488466"
nm0723741,Mariana Richaudeau,1975,\N,actress,"tt4778602,tt0282292,tt0210843,tt0358338"
nm0723843,Len Richard,1973,\N,"stunts,actor","tt0418279,tt0329774,tt0329691,tt0303714"
nm0723867,Nicolas Olivier Richard,1975,\N,"costume_designer,costume_department,location_management","tt1440728,tt11307814,tt7715754,tt0950739"
nm0723911,Zack Richard,1975,\N,"cinematographer,camera_department,director","tt0415978,tt0193773,tt0473348,tt2300913"
nm0723971,Ben Richards,1972,\N,"actor,soundtrack","tt0084987,tt0302103,tt0118778,tt0461720"
nm0724081,Eric Richards,1972,2005,actor,"tt0094429,tt0094516,tt0097448,tt0092460"
nm0724124,J. August Richards,1973,\N,"actor,producer,director","tt0162065,tt2364582,tt5519574,tt2817246"
nm0724126,J.R. Richards,1972,\N,"composer,actor,writer","tt0163651,tt0217664"
nm0724145,Jeff Richards,1974,\N,"actor,writer,producer","tt0072562,tt0112056,tt3741346"
nm0724166,John Richards,1972,\N,"writer,producer,actor","tt0864976,tt2364581,tt1802360,tt0112170"
nm0724251,Mike Richards,1975,\N,"producer,writer,actor","tt0068120,tt1536749,tt0159881,tt12057284"
nm0724657,Kevin Scott Richardson,1971,\N,"actor,director,composer","tt0268397,tt1686326,tt1245492,tt2788780"
nm0724799,Tony Richardson,1973,\N,camera_department,"tt1431045,tt10676012,tt1407049,tt0280870"
nm0724878,Gabrielle Richens,1974,\N,"actress,archive_footage","tt1582196,tt0460649,tt0475289,tt0354318"
nm0724889,Dave Richer,1972,\N,actor,"tt0945703,tt1590970,tt0152253,tt0271303"
nm0724957,Jeff D. Richey,1974,\N,actor,tt0118117
nm0725104,George Richmond,1971,\N,"camera_department,cinematographer,actor","tt0206634,tt1735898,tt2066051,tt6264654"
nm0725222,Danny Richter,1973,\N,actor,"tt0250258,tt1642620,tt0835962,tt0088517"
nm0725319,Marc Richter,1972,\N,"actor,miscellaneous","tt0116791,tt0880585,tt0806910,tt0349413"
nm0725503,Tyron Ricketts,1973,\N,"actor,producer,writer","tt0274279,tt6914770,tt6839788,tt4884034"
nm0725588,Alicia Rickter,1972,\N,actress,"tt0218864,tt0208510,tt0112206,tt0285391"
nm0725857,Sean Rider,1971,\N,"actor,archive_footage","tt8783464,tt0160148,tt0123430,tt0122884"
nm0725896,Daniel Ridgers,1972,\N,"producer,miscellaneous,production_manager","tt4715134,tt0219446,tt1225779,tt0356258"
nm0725898,Lukas Ridgeston,1974,\N,"actor,editor,director","tt0774762,tt15053972,tt6889526,tt8815210"
nm0725973,Emma Ridley,1972,\N,"actress,producer,archive_footage","tt0089908,tt9447126,tt0080147,tt0080231"
nm0726112,Oliver Riedel,1971,\N,"actor,composer,writer","tt0116922,tt0295701,tt1937390,tt0300140"
nm0726113,Rebecca Riedel,1971,\N,"miscellaneous,director,actress","tt8955616,tt0117135,tt12184602,tt32442646"
nm0726116,Sabina Riedel,1972,\N,actress,"tt0149825,tt0203632,tt0305392,tt0276216"
nm0726135,Maximilian Riedesel,1974,\N,"production_manager,producer,miscellaneous","tt0251364,tt0294470,tt0179210"
nm0726136,Kilian Riedhof,1971,\N,"director,writer,actor","tt5760392,tt13506526,tt10603396,tt3644574"
nm0726170,Lisa Rieffel,1975,\N,"actress,producer,soundtrack","tt0112228,tt1555440,tt0186045,tt1013589"
nm0726229,Janek Rieke,1971,\N,"actor,director,writer","tt0118653,tt22060284,tt6914756,tt0113960"
nm0726261,Ziska Riemann,1973,\N,"director,writer,animation_department","tt1817209,tt7116182,tt8890434,tt11662358"
nm0726284,Scot Rienecker,1972,2023,actor,"tt0361201,tt0208616"
nm0726340,Nicholas Riesbeck,1973,\N,actor,"tt0820010,tt0907702,tt0181518,tt14664414"
nm0726412,Milo Rietvelt,1971,\N,"assistant_director,miscellaneous,location_management","tt5734576,tt0271200,tt0495568,tt0318276"
nm0726511,Pierre Rigal,1973,\N,"director,miscellaneous,art_department","tt27031709,tt27028166,tt27027970,tt27031667"
nm0726765,Ruben Rigillo,1971,\N,actor,"tt0204098,tt4059460,tt0178132,tt0805498"
nm0726827,Paul Rigter,1973,\N,"actor,writer,director","tt14210862,tt1592160,tt10985006,tt0907845"
nm0726994,Bridgett Riley,1973,\N,"actress,stunts,miscellaneous","tt0489099,tt0409459,tt0418279,tt2660888"
nm0727290,Jodie Rimmer,1974,\N,"actress,miscellaneous","tt0385017,tt3672742,tt0312210,tt0112230"
nm0727292,Lasse Rimmer,1972,\N,"writer,actor,miscellaneous","tt0270762,tt1272012,tt1095423,tt1563776"
nm0727353,Bianca Rinaldi,1974,\N,actress,"tt1321713,tt1124062,tt0344195,tt1692205"
nm0727361,Francesca Rinaldi,1973,\N,"actress,miscellaneous","tt0441773,tt0204098,tt0082752,tt0189852"
nm0727410,David Rinaldo,1973,\N,actor,"tt1057537,tt0285822,tt0237481,tt1151345"
nm0727469,Sara Rinde,1971,\N,actress,"tt0214101,tt0248589,tt0315376,tt0361800"
nm0727640,Erika Ringor,1974,\N,"actress,writer,producer","tt0199725,tt9620288,tt1176724,tt0955346"
nm0727940,Danielle Rioux,1975,\N,actress,"tt0094070,tt0058796,tt0092492,tt0086787"
nm0727969,Sarah Ripard,1971,\N,"actress,miscellaneous","tt0167404,tt0410975,tt1593756,tt1441135"
nm0728021,Rod Ripley,1975,\N,"visual_effects,miscellaneous,special_effects","tt0253754,tt0120611,tt0119707,tt0257106"
nm0728137,Zeke Rippy,1971,\N,actor,"tt0431464,tt0329768,tt0875575,tt0229752"
nm0728195,Fanny Risberg,1975,\N,"actress,director,writer","tt0837106,tt0950739,tt13682260,tt1392307"
nm0728277,Matías Risi,1972,\N,"assistant_director,director,actor","tt5936448,tt10091306,tt8404614,tt18280522"
nm0728335,Jacobo Rispa,1971,\N,"producer,director,actor","tt2927178,tt0210001,tt32431601,tt5174234"
nm0728432,Irena Ristic,1975,\N,actress,"tt0369258,tt3990720,tt7389758,tt0179196"
nm0728459,Matti Ristinen,1974,\N,"actor,miscellaneous","tt8287232,tt0204313,tt4065552,tt8475274"
nm0728490,Rita Cardinale,1975,\N,"actress,director,casting_director","tt26758693,tt13080416,tt0192667,tt22460480"
nm0728579,Jill Ritchie,1974,\N,"actress,producer","tt0405336,tt0400497,tt0367631,tt0337953"
nm0728733,Dane Ritter,1971,\N,actor,"tt0129157,tt0216008,tt0162897"
nm0728800,Robert Ritter,1973,\N,actor,"tt1700257,tt14039184,tt4737784,tt0261706"
nm0728950,Isabelle Riva,1974,\N,"producer,writer,visual_effects","tt0401085,tt0876242,tt0190884,tt0258967"
nm0729011,Vincent Rivard,1975,2011,actor,"tt0116221,tt1156143,tt0331770"
nm0729050,Erica Rivas,1974,\N,"actress,producer,soundtrack","tt3011894,tt0451493,tt4955012,tt1576452"
nm0729128,Víctor Rivas,1975,\N,"actor,sound_department,writer","tt0410459,tt0426204,tt7791050,tt1784742"
nm0729161,Naike Rivelli,1974,\N,"actress,composer,writer","tt0402894,tt1529235,tt0103203,tt0314226"
nm0729298,Jerry Rivera,1973,\N,"actor,composer,soundtrack","tt0110091,tt29355057,tt0497152,tt2377564"
nm0729471,Ines Rivero,1975,\N,actress,"tt0458352,tt0204175,tt2434688,tt5032218"
nm0729873,Carmine Rizzo,1973,\N,actor,"tt0057731,tt0082909,tt0258339"
nm0729886,Gary A. Rizzo,1972,\N,"sound_department,actor,producer","tt1375666,tt5013056,tt0468569,tt15398776"
nm0730062,Tom Roach,1972,\N,"miscellaneous,actor,stunts","tt1121931,tt1458175,tt0477348,tt0114576"
nm0730089,Rocky Roads,1973,\N,"actress,archive_footage","tt0289945,tt0238094,tt0307449,tt0281565"
nm0730099,Brent Roam,1971,\N,"actor,writer,soundtrack","tt0149261,tt0334541,tt0367153,tt0286486"
nm0730169,Shannon Robards,1973,\N,"editorial_department,editor,producer","tt0108700,tt0110400,tt2516856,tt0221300"
nm0730220,Natalie J. Robb,1974,\N,"actress,archive_footage","tt0068069,tt0827521,tt0123355,tt0241383"
nm0730284,Amy Robbins,1971,\N,"actress,archive_footage","tt0250468,tt0313122,tt0101114,tt0096555"
nm0730319,Dana Robbins,1974,\N,"actress,composer","tt0185382,tt0197922,tt0209320,tt0250915"
nm0730399,Kevin Patrick Robbins,1973,\N,"cinematographer,actor,writer","tt0203640,tt0202262,tt3144596,tt4764572"
nm0730433,Paul Robbins,1973,\N,actor,"tt0285492,tt0314786,tt0435502,tt0250750"
nm0730558,Sean Roberge,1972,1996,"actor,archive_footage","tt0113409,tt0101217,tt0092460,tt0094516"
nm0730657,Jean-Marie Robert,1974,\N,actor,tt0119589
nm0730967,Cynthia Roberts,1973,\N,archive_footage,"tt0176095,tt0103520,tt14257126,tt1261389"
nm0730983,Darrin Roberts,1974,\N,"editorial_department,editor,cinematographer","tt0405336,tt0362478,tt1924435,tt0491152"
nm0731048,Dylan Roberts,1971,\N,"actor,camera_department","tt10310140,tt0266452,tt10342730,tt1129445"
nm0731339,Layla Roberts,1974,\N,actress,"tt0120591,tt0120604,tt0108763,tt0096542"
nm0731346,Leonard Roberts,1972,\N,"actor,producer,archive_footage","tt0303933,tt2179136,tt1615065,tt0813715"
nm0731457,Nia Roberts,1972,\N,"actress,archive_footage","tt0460740,tt11112940,tt0296060,tt1510906"
nm0731568,Scott Roberts,1971,\N,"producer,actor,writer","tt1333998,tt12584910,tt13621830,tt1739295"
nm0731720,Andrew Robertson,1974,\N,actor,"tt0106535,tt0094439,tt0197154,tt0280661"
nm0731777,Cody Robertson,1973,\N,"miscellaneous,camera_department","tt0448124,tt0123816,tt0481257,tt0288937"
nm0731850,Georgianna Robertson,1972,\N,actress,"tt0110907,tt0374627,tt0118413,tt1254662"
nm0731852,Gina Robertson,1971,\N,"assistant_director,miscellaneous","tt0270989,tt0204640,tt0194700,tt0196091"
nm0731897,Jennifer Robertson,1971,\N,"actress,writer,miscellaneous","tt3526078,tt0467421,tt0466201,tt1822302"
nm0731995,Rachel Robertson,1972,\N,actress,"tt0110213,tt0097800,tt0762096,tt0088330"
nm0732027,Simone Robertson,1975,\N,"actress,archive_footage","tt0240278,tt0115417,tt0094481,tt0097339"
nm0732033,Struan Robertson,1974,\N,"actor,sound_department,archive_footage","tt0218937,tt1859578"
nm0732311,Lesley Robins,1975,\N,"miscellaneous,producer,art_department","tt0390738,tt0112095,tt0382474,tt0098904"
nm0732319,Oliver Robins,1971,\N,"actor,writer,director","tt0084516,tt0083530,tt0091778,tt2165535"
nm0732436,Bumper Robinson,1974,\N,"actor,miscellaneous,soundtrack","tt0089092,tt0328880,tt2027128,tt2293002"
nm0732494,Corey Parker Robinson,1975,\N,"actor,producer","tt0477080,tt0044265,tt2505072,tt0388193"
nm0732497,Craig Robinson,1971,\N,"actor,producer,writer","tt1231587,tt1245492,tt1007028,tt2637294"
nm0732947,NiCole Robinson,1972,\N,actress,"tt0372873,tt0200276,tt0270911,tt0115376"
nm0733091,Shawn Robinson,1974,2015,"stunts,actor,special_effects","tt1055369,tt1399103,tt0418279,tt0407304"
nm0733132,Tecia Robinson,1974,2015,actress,tt0104748
nm0733215,Emily Strayer,1972,\N,"actress,producer,soundtrack","tt0844441,tt0118375,tt0368479,tt0413573"
nm0733334,Fabián Robles,1974,\N,"actor,miscellaneous,soundtrack","tt0244325,tt1018843,tt0420364,tt0159930"
nm0733445,Barnaby Robson,1972,\N,visual_effects,"tt0133093,tt1843866,tt1825683,tt0120667"
nm0733462,Greer Robson-Kirk,1971,\N,"actress,archive_footage","tt0094031,tt0088591,tt0084636,tt0083096"
nm0733570,Nuria Roca,1972,\N,"actress,director,archive_footage","tt0329859,tt0368510,tt3680984,tt0192877"
nm0733625,Stefania Rocca,1971,\N,"actress,director,writer","tt0119794,tt0220011,tt0140681,tt0443446"
nm0733629,Cinzia Roccaforte,1975,\N,"actress,producer","tt0180754,tt3342444,tt0199036,tt2071758"
nm0733726,Rosanna Roces,1972,\N,"actress,writer,producer","tt0298207,tt1543062,tt1783362,tt0347320"
nm0733739,Sébastien Roch,1972,\N,"actor,writer,archive_footage","tt1738562,tt0240886,tt0238295,tt1302901"
nm0733784,Felipe Rocha,1972,\N,"actor,writer,director","tt5631456,tt18560202,tt5314250,tt8631174"
nm0733812,Kali Rocha,1971,\N,"actress,writer,soundtrack","tt5536400,tt2794380,tt0413573,tt0212338"
nm0733832,Mateus Rocha,1975,\N,actor,"tt0251503,tt0246398,tt0292764,tt0138241"
nm0733985,Theseus Roche,1973,\N,"actor,producer,director","tt0291926,tt0283821,tt0284876,tt0182774"
nm0734050,Jacques-Henri Rochereuil,1975,\N,"director,cinematographer,production_manager","tt0237898,tt1921020,tt1780701,tt1035422"
nm0734066,Rodrigo Rochet,1973,2020,actor,"tt0379131,tt0272372,tt0129665,tt0226137"
nm0734203,Tony Rock,1974,\N,"actor,writer,producer","tt0362404,tt1621045,tt1240537,tt0464051"
nm0734274,Hal Rockland,1975,\N,"actor,archive_footage","tt0258577,tt0258474,tt0298531,tt0242297"
nm0734278,Shane Rockland,1972,\N,actor,"tt0472405,tt0218853,tt0267963,tt0282746"
nm0734279,Vince Rockland,1973,\N,"actor,archive_footage","tt0190825,tt9372772,tt0282631,tt0278444"
nm0734473,Rod Roddenberry,1974,\N,"producer,miscellaneous,executive","tt0123816,tt12327578,tt9795876,tt9603060"
nm0734541,Vicky Rodel,1974,\N,"actress,miscellaneous","tt0211845,tt0163464,tt0222600,tt0211866"
nm0734564,Riley Roden,1971,\N,actor,\N
nm0734628,Wendy Roderweiss,1974,\N,"director,producer,writer","tt11716728,tt6722242,tt3529876,tt1488109"
nm0734704,Erik Rodgers,1973,\N,"camera_department,producer,writer","tt12028224,tt0928362,tt1866249,tt1828149"
nm0734840,Denis Rodimin,1974,\N,"producer,writer,director","tt4767246,tt0381936,tt2651958,tt27827853"
nm0734859,Josh Rodine,1974,\N,actor,"tt0206469,tt0209034,tt0075471,tt0233033"
nm0734987,Rodrigo,1973,2000,"actor,soundtrack,archive_footage","tt1029154,tt0346765,tt0341193,tt5350974"
nm0734994,Rodrigo Crespo,1973,\N,actor,"tt1252642,tt0489745,tt10319486,tt2210769"
nm0735080,Cláudia Rodrigues,1971,\N,actress,"tt0447584,tt0315002,tt0315097,tt0366046"
nm0735086,Daniele Rodrigues,1971,\N,actress,"tt0149528,tt0140759,tt0204081,tt0240635"
nm0735252,Avelino Rodríguez,1974,\N,"producer,assistant_director,miscellaneous","tt5164446,tt0299956,tt0168734,tt0015724"
nm0735321,Fiorella Rodriguez,1974,\N,"actress,producer","tt0247871,tt0861365,tt4615760,tt3122174"
nm0735339,Harley Rodriguez,1973,\N,"actor,archive_footage","tt0108949,tt0134269,tt0188160,tt0400270"
nm0735341,Hernan Rodriguez Matte,1972,\N,"writer,producer,director","tt2488050,tt0313277,tt1723276,tt0442236"
nm0735348,Ivan Rodriguez,1971,\N,"actor,archive_footage","tt0072133,tt0110363,tt0115101,tt6441720"
nm0735393,Keila Rodriguez,1974,\N,"miscellaneous,actress","tt12145636,tt0486464"
nm0735420,Marcel Rodriguez,1974,\N,"writer,cinematographer,camera_department","tt0424774,tt0133751,tt0227538,tt2002718"
nm0735705,Alberto Rodríguez,1971,\N,"writer,director,actor","tt3253930,tt1924277,tt15128358,tt1713440"
nm0735710,Alex Rodriguez,1975,\N,"actor,producer,miscellaneous","tt0387199,tt28613516,tt0185130,tt1165327"
nm0735796,Eduardo Rodríguez,1974,\N,"actor,archive_footage","tt1630269,tt2227061,tt0391683,tt0233092"
nm0735862,Gonzalo Rodríguez,1974,\N,archive_footage,"tt4806426,tt19885466,tt5031854,tt0206505"
nm0736005,Sarah Mintz,1975,\N,actress,"tt1920029,tt1315328,tt0497699,tt1576074"
nm0736168,Ben Rodska,1971,\N,actor,tt0088586
nm0736326,Angelique Midthunder,1971,\N,"casting_director,casting_department,producer","tt3553976,tt5478478,tt6517320,tt4975920"
nm0736805,Damian Rogers,1972,\N,"actor,camera_department","tt0146882,tt2056540"
nm0737041,Lisa Rogers,1971,\N,"actress,writer,miscellaneous","tt0368108,tt0083392,tt0243714,tt0187622"
nm0737161,Rodney Rogers,1971,\N,actor,"tt0109305,tt0803076,tt14461676,tt0813636"
nm0737321,Shannon Roghair,1973,\N,\N,tt0273025
nm0737332,Kürt Rogiers,1971,\N,"actor,writer,archive_footage","tt0382365,tt4733540,tt1467394,tt0830854"
nm0737401,Natalya Rogozhkina,1974,\N,actress,"tt1333902,tt0456776,tt0313055,tt0327067"
nm0737467,Daniela Schwartz,1973,\N,"art_department,miscellaneous","tt0806910,tt10145122,tt5698320,tt0388858"
nm0737533,Elisabeth Röhm,1973,\N,"actress,director,producer","tt1800241,tt0098844,tt0162065,tt2446980"
nm0737601,Fabien Rohrer,1975,\N,actor,"tt0266527,tt11289894,tt30787664,tt1415008"
nm0737730,Roja,1972,\N,actress,"tt0976183,tt8852276,tt1666308,tt0267950"
nm0737745,Manuel Rojas Jr.,1971,\N,sound_department,"tt27432494,tt0119262,tt8716014,tt0266381"
